sale_id,match_id,price_tier,quantity,unit_price_usd,channel,buyer_country
6978,19,Category 1,2,283.73,Official Hospitality Package,Brazil
6979,19,Category 1,2,302.48,Official Hospitality Package,Argentina
6980,19,Category 3,6,103.79,FIFA.com Ticketing Platform,Nigeria
6981,19,Category 2,6,163.12,Ticket Lottery Allocation,Nigeria
6982,19,Category 2,2,189.45,FIFA.com Ticketing Platform,Nigeria
6983,19,Category 4,4,59.58,FIFA.com Ticketing Platform,Japan
6984,19,Category 1,1,317.23,FIFA.com Ticketing Platform,Spain
6985,19,Category 2,2,160.44,FIFA.com Ticketing Platform,Nigeria
6986,19,Category 3,2,109.08,Verified Resale Platform,Australia
6987,19,Category 1,1,284.74,FIFA.com Ticketing Platform,Nigeria
6988,19,Category 3,3,91.19,FIFA.com Ticketing Platform,England
6989,19,Category 3,2,101.0,FIFA.com Ticketing Platform,England
6990,19,Category 2,2,157.71,FIFA.com Ticketing Platform,England
6991,19,Category 4,4,68.22,FIFA.com Ticketing Platform,England
6992,19,Category 3,1,94.35,FIFA.com Ticketing Platform,England
6993,19,Category 3,3,93.28,FIFA.com Ticketing Platform,South Africa
6994,19,Category 3,2,108.99,FIFA.com Ticketing Platform,South Africa
6995,19,Category 2,2,176.09,FIFA.com Ticketing Platform,France
6996,19,Category 2,3,163.2,Ticket Lottery Allocation,Argentina
6997,19,Category 2,1,164.22,FIFA.com Ticketing Platform,Japan
6998,19,Category 2,3,189.02,FIFA.com Ticketing Platform,Germany
6999,19,Category 2,2,189.2,FIFA.com Ticketing Platform,Nigeria
7000,19,Category 1,1,298.34,Verified Resale Platform,Australia
7001,19,Category 2,3,176.16,FIFA.com Ticketing Platform,South Africa
7002,19,Category 1,4,308.7,FIFA.com Ticketing Platform,Germany
7003,19,Category 3,1,108.94,FIFA.com Ticketing Platform,Argentina
7004,19,Category 1,2,280.63,FIFA.com Ticketing Platform,France
7005,19,Category 3,1,101.97,Official Hospitality Package,USA
7006,19,Category 3,1,91.38,FIFA.com Ticketing Platform,France
7007,19,Category 2,2,162.35,Ticket Lottery Allocation,England
7008,19,Category 2,1,178.32,FIFA.com Ticketing Platform,Brazil
7009,19,Category 3,2,96.12,Official Hospitality Package,Germany
7010,19,Category 2,2,180.43,Verified Resale Platform,Spain
7011,19,Category 2,2,160.48,FIFA.com Ticketing Platform,Argentina
7012,19,Category 3,2,103.55,FIFA.com Ticketing Platform,India
7013,19,Hospitality,3,1085.3,FIFA.com Ticketing Platform,England
7014,19,Category 3,2,108.4,Official Hospitality Package,India
7015,19,Category 3,3,104.21,Official Hospitality Package,Germany
7016,19,Category 3,3,100.32,Ticket Lottery Allocation,Colombia
7017,19,Category 2,2,189.28,FIFA.com Ticketing Platform,England
7018,19,Category 2,1,159.04,Official Hospitality Package,Canada
7019,19,Category 3,1,102.65,FIFA.com Ticketing Platform,Japan
7020,19,Hospitality,2,958.43,Verified Resale Platform,Colombia
7021,19,Category 2,2,167.22,FIFA.com Ticketing Platform,Nigeria
7022,19,Category 4,2,66.74,FIFA.com Ticketing Platform,Argentina
7023,19,Category 2,1,167.07,FIFA.com Ticketing Platform,Germany
7024,19,Category 2,2,162.9,FIFA.com Ticketing Platform,Australia
7025,19,Category 1,1,274.8,Ticket Lottery Allocation,Argentina
7026,19,Category 3,1,107.46,FIFA.com Ticketing Platform,Spain
7027,19,Category 4,2,64.64,FIFA.com Ticketing Platform,France
7028,19,Category 3,4,97.06,FIFA.com Ticketing Platform,Spain
7029,19,Category 3,2,104.62,Ticket Lottery Allocation,Nigeria
7030,19,Category 2,1,167.2,FIFA.com Ticketing Platform,Australia
7031,19,Category 2,2,164.86,FIFA.com Ticketing Platform,France
7032,19,Category 2,4,187.51,Ticket Lottery Allocation,India
7033,19,Category 2,1,189.41,Verified Resale Platform,Colombia
7034,19,Category 1,3,275.93,FIFA.com Ticketing Platform,India
7035,19,Category 3,2,102.66,FIFA.com Ticketing Platform,South Africa
7036,19,Hospitality,2,1005.53,FIFA.com Ticketing Platform,South Africa
7037,19,Category 2,3,178.19,FIFA.com Ticketing Platform,Mexico
7038,19,Category 3,1,104.36,Ticket Lottery Allocation,South Africa
7039,19,Category 3,1,103.87,Ticket Lottery Allocation,South Africa
7040,19,Category 2,2,172.36,FIFA.com Ticketing Platform,Mexico
7041,19,Category 2,3,182.3,FIFA.com Ticketing Platform,England
7042,19,Category 1,1,315.83,Ticket Lottery Allocation,Japan
7043,19,Category 1,6,294.61,FIFA.com Ticketing Platform,France
7044,19,Hospitality,1,1019.56,FIFA.com Ticketing Platform,England
7045,19,Category 4,3,59.54,Verified Resale Platform,Australia
7046,19,Category 3,3,94.31,Verified Resale Platform,Spain
7047,19,Category 2,2,178.4,FIFA.com Ticketing Platform,Nigeria
7048,19,Category 3,2,95.38,FIFA.com Ticketing Platform,England
7049,19,Category 3,3,105.69,Verified Resale Platform,England
7050,19,Category 1,3,301.5,FIFA.com Ticketing Platform,Germany
7051,19,Category 2,3,183.62,FIFA.com Ticketing Platform,Brazil
7052,19,Category 2,2,158.95,FIFA.com Ticketing Platform,South Africa
7053,19,Category 2,2,183.58,FIFA.com Ticketing Platform,Argentina
7054,19,Category 3,3,92.85,Verified Resale Platform,Australia
7055,19,Category 4,1,62.65,FIFA.com Ticketing Platform,South Africa
7056,19,Category 2,6,157.44,FIFA.com Ticketing Platform,Brazil
7057,19,Category 2,2,188.51,Ticket Lottery Allocation,Argentina
7058,19,Category 3,4,101.24,Verified Resale Platform,South Africa
7059,19,Category 2,3,165.55,FIFA.com Ticketing Platform,Germany
7060,19,Category 3,2,98.83,Official Hospitality Package,Australia
7061,19,Category 1,1,318.8,FIFA.com Ticketing Platform,Argentina
7062,19,Category 1,2,312.7,Ticket Lottery Allocation,France
7063,19,Category 4,2,67.55,Ticket Lottery Allocation,France
7064,19,Category 4,1,67.89,Official Hospitality Package,Germany
7065,19,Category 2,3,158.39,Official Hospitality Package,Brazil
7066,19,Category 2,3,179.87,Ticket Lottery Allocation,Canada
7067,19,Category 1,3,294.7,FIFA.com Ticketing Platform,USA
7068,19,Category 3,3,107.91,Verified Resale Platform,Mexico
7069,19,Hospitality,4,1031.47,FIFA.com Ticketing Platform,Australia
7070,19,Category 3,2,92.63,FIFA.com Ticketing Platform,Spain
7071,19,Category 2,3,160.22,Ticket Lottery Allocation,Japan
7072,19,Category 1,1,275.92,Verified Resale Platform,France
7073,19,Category 1,4,271.9,Official Hospitality Package,South Africa
7074,19,Category 2,1,164.22,FIFA.com Ticketing Platform,Colombia
7075,19,Category 4,3,61.63,FIFA.com Ticketing Platform,Nigeria
7076,19,Category 1,4,296.31,Official Hospitality Package,England
7077,19,Category 1,1,314.21,FIFA.com Ticketing Platform,Japan
7078,19,Category 4,1,60.64,FIFA.com Ticketing Platform,Argentina
7079,19,Category 1,4,316.79,Verified Resale Platform,South Africa
7080,19,Category 3,2,91.53,FIFA.com Ticketing Platform,USA
7081,19,Category 3,2,102.67,FIFA.com Ticketing Platform,Canada
7082,19,Category 3,4,93.8,FIFA.com Ticketing Platform,Australia
7083,19,Category 1,6,278.8,FIFA.com Ticketing Platform,Japan
7084,19,Category 1,4,321.44,FIFA.com Ticketing Platform,USA
7085,19,Category 2,1,170.71,FIFA.com Ticketing Platform,Brazil
7086,19,Category 2,3,168.4,Official Hospitality Package,Spain
7087,19,Category 2,1,181.15,FIFA.com Ticketing Platform,Japan
7088,19,Category 2,1,171.27,Official Hospitality Package,Japan
7089,19,Category 4,3,59.76,FIFA.com Ticketing Platform,Japan
7090,19,Category 4,1,58.1,FIFA.com Ticketing Platform,France
7091,19,Category 2,2,188.87,FIFA.com Ticketing Platform,Nigeria
7092,19,Category 4,3,61.25,FIFA.com Ticketing Platform,South Africa
7093,19,Category 3,2,97.49,Ticket Lottery Allocation,Japan
7094,19,Category 2,3,186.1,FIFA.com Ticketing Platform,Brazil
7095,19,Category 1,2,318.77,Ticket Lottery Allocation,England
7096,19,Category 1,3,286.29,FIFA.com Ticketing Platform,Germany
7097,19,Category 1,6,303.89,FIFA.com Ticketing Platform,Mexico
7098,19,Category 3,1,106.03,Ticket Lottery Allocation,Japan
7099,19,Category 2,3,185.49,FIFA.com Ticketing Platform,Nigeria
7100,19,Category 2,2,162.55,Official Hospitality Package,Nigeria
7101,19,Category 3,2,106.37,FIFA.com Ticketing Platform,Australia
7102,19,Category 2,3,156.82,FIFA.com Ticketing Platform,England
7103,19,Hospitality,2,947.85,FIFA.com Ticketing Platform,Colombia
7104,19,Category 3,2,108.28,FIFA.com Ticketing Platform,Germany
7105,19,Category 1,3,326.78,FIFA.com Ticketing Platform,England
7106,19,Category 3,1,99.79,Ticket Lottery Allocation,Japan
7107,19,Category 1,2,326.3,Official Hospitality Package,USA
7108,19,Category 2,3,172.88,FIFA.com Ticketing Platform,England
7109,19,Category 4,1,61.7,Verified Resale Platform,USA
7110,19,Category 2,6,165.21,Verified Resale Platform,USA
7111,19,Category 2,1,172.87,FIFA.com Ticketing Platform,South Africa
7112,19,Category 1,3,288.96,Ticket Lottery Allocation,England
7113,19,Category 3,3,94.35,FIFA.com Ticketing Platform,Nigeria
7114,19,Category 1,2,295.36,FIFA.com Ticketing Platform,Nigeria
7115,19,Category 1,1,305.65,Ticket Lottery Allocation,Australia
7116,19,Category 2,3,165.94,FIFA.com Ticketing Platform,USA
7117,19,Category 2,2,161.92,FIFA.com Ticketing Platform,Germany
7118,19,Category 3,2,98.71,Official Hospitality Package,India
7119,19,Category 4,2,61.93,Verified Resale Platform,Japan
7120,19,Category 2,3,165.67,Verified Resale Platform,USA
7121,19,Category 4,1,68.58,Verified Resale Platform,Argentina
7122,19,Category 3,1,100.46,Official Hospitality Package,Nigeria
7123,19,Category 3,1,104.03,Ticket Lottery Allocation,France
7124,19,Category 1,1,292.32,Ticket Lottery Allocation,Brazil
7125,19,Category 2,3,164.44,FIFA.com Ticketing Platform,USA
7126,19,Category 2,1,167.72,Official Hospitality Package,Germany
7127,19,Category 3,4,104.92,Ticket Lottery Allocation,Germany
7128,19,Category 3,6,100.97,Ticket Lottery Allocation,Nigeria
7129,19,Category 2,1,163.63,FIFA.com Ticketing Platform,Germany
7130,19,Category 2,4,188.39,FIFA.com Ticketing Platform,France
7131,19,Category 2,2,172.19,FIFA.com Ticketing Platform,England
7132,19,Hospitality,2,973.59,FIFA.com Ticketing Platform,Canada
7133,19,Category 3,2,96.18,Ticket Lottery Allocation,Spain
7134,19,Category 1,1,288.45,FIFA.com Ticketing Platform,South Africa
7135,19,Hospitality,1,1047.62,FIFA.com Ticketing Platform,South Africa
7136,19,Category 3,3,94.95,FIFA.com Ticketing Platform,England
7137,19,Hospitality,2,999.6,FIFA.com Ticketing Platform,Canada
7138,19,Category 3,2,94.89,FIFA.com Ticketing Platform,Germany
7139,19,Category 2,1,186.8,Ticket Lottery Allocation,USA
7140,19,Hospitality,3,998.05,FIFA.com Ticketing Platform,South Africa
7141,19,Category 1,1,302.84,Official Hospitality Package,Argentina
7142,19,Category 4,2,57.3,FIFA.com Ticketing Platform,USA
7143,19,Category 3,4,92.89,FIFA.com Ticketing Platform,Mexico
7144,19,Category 4,2,60.53,FIFA.com Ticketing Platform,Brazil
7145,19,Category 2,2,186.1,FIFA.com Ticketing Platform,Canada
7146,19,Category 3,2,106.98,FIFA.com Ticketing Platform,Nigeria
7147,19,Category 3,2,106.2,Verified Resale Platform,Spain
7148,19,Category 4,2,66.0,Verified Resale Platform,Spain
7149,19,Category 3,3,101.78,Ticket Lottery Allocation,USA
7150,19,Category 1,6,313.32,Ticket Lottery Allocation,Australia
7151,19,Category 3,4,102.65,FIFA.com Ticketing Platform,Colombia
7152,19,Category 4,6,63.98,FIFA.com Ticketing Platform,Canada
7153,19,Hospitality,1,1063.56,Ticket Lottery Allocation,France
7154,19,Category 3,4,92.25,Ticket Lottery Allocation,Brazil
7155,19,Category 4,6,63.53,FIFA.com Ticketing Platform,Australia
7156,19,Category 1,2,300.87,Official Hospitality Package,Canada
7157,19,Category 3,4,106.67,FIFA.com Ticketing Platform,England
7158,19,Category 1,1,307.54,Ticket Lottery Allocation,Japan
7159,19,Category 4,1,62.88,Verified Resale Platform,Colombia
7160,19,Category 3,4,106.81,FIFA.com Ticketing Platform,Germany
7161,19,Category 1,2,301.66,Ticket Lottery Allocation,Brazil
7162,19,Category 2,2,185.96,FIFA.com Ticketing Platform,Japan
7163,19,Category 4,2,64.49,FIFA.com Ticketing Platform,Japan
7164,19,Category 3,1,95.06,FIFA.com Ticketing Platform,India
7165,19,Category 2,3,168.65,FIFA.com Ticketing Platform,Germany
7166,19,Category 1,4,277.83,FIFA.com Ticketing Platform,Canada
7167,19,Category 3,2,90.69,FIFA.com Ticketing Platform,USA
7168,19,Hospitality,4,1092.07,Ticket Lottery Allocation,Australia
7169,19,Category 1,2,320.67,FIFA.com Ticketing Platform,Australia
7170,19,Category 3,1,90.91,Verified Resale Platform,Canada
7171,19,Category 1,3,285.49,FIFA.com Ticketing Platform,India
7172,19,Category 3,4,93.02,FIFA.com Ticketing Platform,Canada
7173,19,Category 1,4,312.05,FIFA.com Ticketing Platform,Colombia
7174,19,Category 4,1,60.53,FIFA.com Ticketing Platform,Mexico
7175,19,Category 2,1,172.75,Ticket Lottery Allocation,Spain
7176,19,Category 4,2,61.76,FIFA.com Ticketing Platform,USA
7177,19,Category 4,3,57.16,FIFA.com Ticketing Platform,USA
7178,19,Category 3,3,98.71,Ticket Lottery Allocation,Mexico
7179,19,Category 1,1,324.16,FIFA.com Ticketing Platform,Mexico
7180,19,Category 3,3,103.47,Official Hospitality Package,Australia
7181,19,Category 2,2,162.38,Ticket Lottery Allocation,South Africa
7182,19,Category 3,6,95.73,FIFA.com Ticketing Platform,Canada
7183,19,Category 4,1,58.57,FIFA.com Ticketing Platform,South Africa
7184,19,Category 4,1,62.03,Verified Resale Platform,Argentina
7185,19,Category 3,3,107.65,FIFA.com Ticketing Platform,Canada
7186,19,Category 2,2,160.09,Verified Resale Platform,Mexico
7187,19,Category 3,3,96.36,FIFA.com Ticketing Platform,England
7188,19,Category 2,2,178.79,FIFA.com Ticketing Platform,Germany
7189,19,Category 1,2,303.36,Ticket Lottery Allocation,Germany
7190,19,Category 2,1,174.01,FIFA.com Ticketing Platform,South Africa
7191,19,Category 3,1,95.89,Official Hospitality Package,Mexico
7192,19,Category 3,3,92.41,Ticket Lottery Allocation,South Africa
7193,19,Category 3,4,96.27,Verified Resale Platform,India
7194,19,Category 4,2,62.2,Ticket Lottery Allocation,Colombia
7195,19,Category 2,4,183.37,FIFA.com Ticketing Platform,Canada
7196,19,Category 2,1,164.5,FIFA.com Ticketing Platform,Mexico
7197,19,Hospitality,2,997.58,FIFA.com Ticketing Platform,Japan
7198,19,Category 2,3,164.28,Official Hospitality Package,Japan
7199,19,Hospitality,1,1004.51,FIFA.com Ticketing Platform,Nigeria
7200,19,Category 4,2,59.62,Official Hospitality Package,Nigeria
7201,19,Category 1,1,288.45,FIFA.com Ticketing Platform,Colombia
7202,19,Category 3,6,108.7,Official Hospitality Package,South Africa
7203,19,Category 3,3,94.4,FIFA.com Ticketing Platform,Spain
7204,19,Category 3,3,97.24,Ticket Lottery Allocation,Nigeria
7205,19,Category 2,2,181.76,FIFA.com Ticketing Platform,India
7206,19,Category 2,1,169.73,FIFA.com Ticketing Platform,Argentina
7207,19,Hospitality,2,1021.11,Ticket Lottery Allocation,Australia
7208,19,Hospitality,3,980.51,FIFA.com Ticketing Platform,Mexico
7209,19,Category 1,3,319.63,FIFA.com Ticketing Platform,Germany
7210,19,Category 3,3,98.13,FIFA.com Ticketing Platform,India
7211,19,Category 3,2,103.86,FIFA.com Ticketing Platform,Mexico
7212,19,Category 2,3,186.37,FIFA.com Ticketing Platform,France
7213,19,Category 1,2,308.25,FIFA.com Ticketing Platform,Canada
7214,19,Category 2,1,179.88,Verified Resale Platform,Canada
7215,19,Category 3,6,99.15,Ticket Lottery Allocation,South Africa
7216,19,Category 2,3,188.17,FIFA.com Ticketing Platform,Germany
7217,19,Category 3,4,100.52,FIFA.com Ticketing Platform,Australia
7218,19,Category 2,2,160.41,FIFA.com Ticketing Platform,England
7219,19,Category 3,2,95.9,Ticket Lottery Allocation,England
7220,19,Category 3,1,100.92,FIFA.com Ticketing Platform,Spain
7221,19,Category 3,1,103.49,FIFA.com Ticketing Platform,Germany
7222,19,Category 3,2,106.6,FIFA.com Ticketing Platform,USA
7223,19,Category 3,3,105.26,FIFA.com Ticketing Platform,South Africa
7224,19,Category 1,2,281.71,Ticket Lottery Allocation,England
7225,19,Category 4,2,58.18,FIFA.com Ticketing Platform,India
7226,19,Category 4,2,68.75,Ticket Lottery Allocation,England
7227,19,Category 2,4,184.35,FIFA.com Ticketing Platform,Nigeria
7228,19,Category 2,4,166.42,FIFA.com Ticketing Platform,Australia
7229,19,Category 2,4,157.81,Ticket Lottery Allocation,Argentina
7230,19,Category 4,2,66.19,FIFA.com Ticketing Platform,France
7231,19,Category 2,3,176.33,Ticket Lottery Allocation,India
7232,19,Category 3,4,100.02,Verified Resale Platform,Canada
7233,19,Category 2,2,165.51,FIFA.com Ticketing Platform,Canada
7234,19,Category 3,2,93.08,FIFA.com Ticketing Platform,England
7235,19,Category 4,1,57.66,Ticket Lottery Allocation,India
7236,19,Category 1,1,302.45,FIFA.com Ticketing Platform,South Africa
7237,20,Category 1,3,312.32,Verified Resale Platform,Colombia
7238,20,Category 1,3,301.23,FIFA.com Ticketing Platform,France
7239,20,Category 3,1,98.54,Ticket Lottery Allocation,Canada
7240,20,Category 2,2,180.52,FIFA.com Ticketing Platform,USA
7241,20,Category 1,2,324.13,FIFA.com Ticketing Platform,India
7242,20,Category 3,2,92.42,Verified Resale Platform,Nigeria
7243,20,Category 3,3,109.07,FIFA.com Ticketing Platform,Mexico
7244,20,Category 3,4,102.59,FIFA.com Ticketing Platform,South Africa
7245,20,Category 2,3,188.58,FIFA.com Ticketing Platform,Colombia
7246,20,Category 3,3,93.83,Official Hospitality Package,Nigeria
7247,20,Category 1,4,296.37,FIFA.com Ticketing Platform,India
7248,20,Category 2,2,172.87,Ticket Lottery Allocation,Colombia
7249,20,Category 2,2,179.71,Ticket Lottery Allocation,Germany
7250,20,Category 1,3,296.77,FIFA.com Ticketing Platform,Australia
7251,20,Category 3,1,91.95,FIFA.com Ticketing Platform,Germany
7252,20,Category 2,1,177.27,FIFA.com Ticketing Platform,Argentina
7253,20,Category 3,2,96.21,FIFA.com Ticketing Platform,England
7254,20,Category 2,4,171.95,FIFA.com Ticketing Platform,Brazil
7255,20,Category 3,2,107.65,FIFA.com Ticketing Platform,India
7256,20,Category 2,6,178.95,Official Hospitality Package,India
7257,20,Category 2,2,163.76,Ticket Lottery Allocation,India
7258,20,Category 3,1,96.31,FIFA.com Ticketing Platform,South Africa
7259,20,Category 1,1,275.55,Ticket Lottery Allocation,Argentina
7260,20,Category 4,2,58.85,Ticket Lottery Allocation,France
7261,20,Category 1,4,313.25,FIFA.com Ticketing Platform,Canada
7262,20,Category 3,2,107.8,Ticket Lottery Allocation,England
7263,20,Hospitality,6,973.4,FIFA.com Ticketing Platform,Argentina
7264,20,Category 2,3,176.02,FIFA.com Ticketing Platform,South Africa
7265,20,Category 2,1,178.84,FIFA.com Ticketing Platform,USA
7266,20,Category 2,3,174.02,FIFA.com Ticketing Platform,USA
7267,20,Category 3,3,100.11,FIFA.com Ticketing Platform,Argentina
7268,20,Category 1,1,276.07,Ticket Lottery Allocation,Argentina
7269,20,Category 1,2,292.28,FIFA.com Ticketing Platform,India
7270,20,Category 3,3,101.03,FIFA.com Ticketing Platform,England
7271,20,Category 4,2,67.3,FIFA.com Ticketing Platform,Brazil
7272,20,Category 3,3,94.1,FIFA.com Ticketing Platform,South Africa
7273,20,Category 3,3,104.33,Ticket Lottery Allocation,England
7274,20,Category 1,1,309.15,FIFA.com Ticketing Platform,India
7275,20,Category 1,3,298.57,Ticket Lottery Allocation,Brazil
7276,20,Category 1,1,309.38,Ticket Lottery Allocation,England
7277,20,Category 3,2,106.77,Official Hospitality Package,Japan
7278,20,Category 3,2,90.5,FIFA.com Ticketing Platform,Germany
7279,20,Category 2,2,172.64,FIFA.com Ticketing Platform,England
7280,20,Category 4,6,61.04,FIFA.com Ticketing Platform,England
7281,20,Category 3,1,103.93,FIFA.com Ticketing Platform,USA
7282,20,Category 2,2,174.0,Ticket Lottery Allocation,Canada
7283,20,Hospitality,1,991.55,FIFA.com Ticketing Platform,Brazil
7284,20,Category 3,2,93.4,Verified Resale Platform,USA
7285,20,Hospitality,2,1040.67,FIFA.com Ticketing Platform,South Africa
7286,20,Category 2,2,167.22,FIFA.com Ticketing Platform,Brazil
7287,20,Category 3,1,104.87,FIFA.com Ticketing Platform,France
7288,20,Category 3,2,97.88,Verified Resale Platform,Canada
7289,20,Category 3,2,98.33,FIFA.com Ticketing Platform,France
7290,20,Category 2,1,170.7,Official Hospitality Package,Canada
7291,20,Category 3,2,108.97,Verified Resale Platform,India
7292,20,Category 3,3,104.18,FIFA.com Ticketing Platform,Australia
7293,20,Hospitality,2,933.76,FIFA.com Ticketing Platform,Mexico
7294,20,Category 2,3,176.6,FIFA.com Ticketing Platform,France
7295,20,Category 3,2,93.85,Official Hospitality Package,Australia
7296,20,Category 2,4,188.76,FIFA.com Ticketing Platform,Spain
7297,20,Category 2,6,178.2,FIFA.com Ticketing Platform,Germany
7298,20,Category 2,3,177.07,FIFA.com Ticketing Platform,Spain
7299,20,Category 4,3,63.94,FIFA.com Ticketing Platform,South Africa
7300,20,Category 1,4,312.87,Ticket Lottery Allocation,Japan
7301,20,Category 3,1,92.82,FIFA.com Ticketing Platform,Nigeria
7302,20,Category 1,6,311.49,Official Hospitality Package,Germany
7303,20,Category 3,1,108.36,FIFA.com Ticketing Platform,Mexico
7304,20,Category 3,2,102.43,FIFA.com Ticketing Platform,USA
7305,20,Category 2,2,159.2,Ticket Lottery Allocation,Japan
7306,20,Category 3,6,97.63,FIFA.com Ticketing Platform,Nigeria
7307,20,Category 3,4,106.44,FIFA.com Ticketing Platform,Nigeria
7308,20,Category 3,2,94.08,FIFA.com Ticketing Platform,Japan
7309,20,Category 1,2,302.45,Ticket Lottery Allocation,Colombia
7310,20,Category 4,2,65.75,FIFA.com Ticketing Platform,Australia
7311,20,Category 4,1,60.1,Verified Resale Platform,South Africa
7312,20,Category 1,6,306.86,FIFA.com Ticketing Platform,Colombia
7313,20,Category 1,2,272.68,FIFA.com Ticketing Platform,Brazil
7314,20,Category 3,4,108.64,FIFA.com Ticketing Platform,Brazil
7315,20,Category 2,1,156.84,Verified Resale Platform,Canada
7316,20,Category 3,3,97.39,FIFA.com Ticketing Platform,France
7317,20,Category 1,4,281.87,Ticket Lottery Allocation,Nigeria
7318,20,Category 1,1,289.31,FIFA.com Ticketing Platform,Australia
7319,20,Category 3,3,99.83,FIFA.com Ticketing Platform,India
7320,20,Category 2,1,175.46,FIFA.com Ticketing Platform,South Africa
7321,20,Category 3,6,106.29,Ticket Lottery Allocation,Colombia
7322,20,Category 1,2,320.59,Ticket Lottery Allocation,Germany
7323,20,Category 3,1,105.92,Ticket Lottery Allocation,Brazil
7324,20,Category 4,2,59.36,Verified Resale Platform,India
7325,20,Category 3,2,102.08,FIFA.com Ticketing Platform,Canada
7326,20,Category 1,1,327.66,Verified Resale Platform,Canada
7327,20,Hospitality,2,989.07,FIFA.com Ticketing Platform,Australia
7328,20,Category 4,4,66.0,FIFA.com Ticketing Platform,Germany
7329,20,Category 2,2,171.67,FIFA.com Ticketing Platform,England
7330,20,Category 2,4,180.37,FIFA.com Ticketing Platform,Nigeria
7331,20,Hospitality,1,1016.38,FIFA.com Ticketing Platform,Spain
7332,20,Category 3,3,96.81,FIFA.com Ticketing Platform,Japan
7333,20,Hospitality,3,1027.23,FIFA.com Ticketing Platform,Mexico
7334,20,Category 3,1,94.96,FIFA.com Ticketing Platform,Germany
7335,20,Category 3,1,104.54,FIFA.com Ticketing Platform,Brazil
7336,20,Category 2,2,187.87,Ticket Lottery Allocation,South Africa
7337,20,Category 4,1,63.44,FIFA.com Ticketing Platform,Colombia
7338,20,Category 2,4,179.96,Verified Resale Platform,Argentina
7339,20,Category 3,3,102.76,FIFA.com Ticketing Platform,Canada
7340,20,Category 2,3,156.77,FIFA.com Ticketing Platform,England
7341,20,Category 2,2,173.14,Ticket Lottery Allocation,Brazil
7342,20,Category 4,3,57.08,Ticket Lottery Allocation,USA
7343,20,Category 2,3,171.11,FIFA.com Ticketing Platform,Brazil
7344,20,Category 2,1,163.01,Ticket Lottery Allocation,South Africa
7345,20,Category 2,1,175.53,Official Hospitality Package,Canada
7346,20,Category 3,2,101.24,FIFA.com Ticketing Platform,England
7347,20,Hospitality,1,1052.35,FIFA.com Ticketing Platform,Germany
7348,20,Category 3,2,93.54,FIFA.com Ticketing Platform,Argentina
7349,20,Category 3,1,94.69,Ticket Lottery Allocation,Mexico
7350,20,Category 3,1,104.11,Ticket Lottery Allocation,India
7351,20,Category 3,1,96.0,Ticket Lottery Allocation,USA
7352,20,Category 3,3,105.34,FIFA.com Ticketing Platform,Colombia
7353,20,Category 2,1,176.62,FIFA.com Ticketing Platform,Nigeria
7354,20,Category 1,2,275.56,Verified Resale Platform,India
7355,20,Category 2,2,171.08,FIFA.com Ticketing Platform,Germany
7356,20,Category 3,4,97.24,FIFA.com Ticketing Platform,Spain
7357,20,Category 2,2,181.37,FIFA.com Ticketing Platform,Mexico
7358,20,Category 3,2,104.82,FIFA.com Ticketing Platform,Argentina
7359,20,Category 2,6,172.73,FIFA.com Ticketing Platform,South Africa
7360,20,Category 1,1,306.27,Ticket Lottery Allocation,Nigeria
7361,20,Category 2,4,183.77,Ticket Lottery Allocation,USA
7362,20,Category 3,1,95.79,Ticket Lottery Allocation,India
7363,20,Category 2,2,169.77,FIFA.com Ticketing Platform,Nigeria
7364,20,Category 2,2,163.49,Ticket Lottery Allocation,Germany
7365,20,Category 4,2,65.33,FIFA.com Ticketing Platform,Brazil
7366,20,Category 3,2,105.85,FIFA.com Ticketing Platform,France
7367,20,Category 2,3,157.03,FIFA.com Ticketing Platform,France
7368,20,Category 1,2,315.18,FIFA.com Ticketing Platform,England
7369,20,Category 3,3,96.03,FIFA.com Ticketing Platform,Australia
7370,20,Category 3,3,91.35,FIFA.com Ticketing Platform,Germany
7371,20,Category 1,1,284.0,Official Hospitality Package,Spain
7372,20,Category 1,3,295.22,Ticket Lottery Allocation,Argentina
7373,20,Category 2,1,186.62,Official Hospitality Package,Spain
7374,20,Category 3,2,106.14,FIFA.com Ticketing Platform,Argentina
7375,20,Category 3,1,92.88,FIFA.com Ticketing Platform,Nigeria
7376,20,Category 2,1,169.93,FIFA.com Ticketing Platform,Brazil
7377,20,Category 3,2,98.16,FIFA.com Ticketing Platform,England
7378,20,Category 1,2,325.76,FIFA.com Ticketing Platform,France
7379,20,Category 1,1,315.54,Verified Resale Platform,Canada
7380,20,Category 3,2,98.96,FIFA.com Ticketing Platform,Canada
7381,20,Category 2,6,186.3,FIFA.com Ticketing Platform,India
7382,20,Category 2,2,160.19,Verified Resale Platform,Nigeria
7383,20,Category 2,2,170.79,FIFA.com Ticketing Platform,France
7384,20,Hospitality,1,942.49,FIFA.com Ticketing Platform,Canada
7385,20,Category 1,1,323.86,Ticket Lottery Allocation,Germany
7386,20,Category 2,2,187.56,Ticket Lottery Allocation,Argentina
7387,20,Category 1,4,302.77,FIFA.com Ticketing Platform,Colombia
7388,20,Category 3,2,108.43,FIFA.com Ticketing Platform,Brazil
7389,20,Category 2,2,159.2,Official Hospitality Package,Nigeria
7390,20,Category 3,2,106.61,FIFA.com Ticketing Platform,Australia
