survey_id,match_id,wait_time_minutes,entry_experience_score,satisfaction_score,would_recommend
1068,40,32,5,3,Y
1069,40,18,3,3,Y
1070,40,41,4,4,Y
1071,40,34,3,4,Y
1072,40,21,5,5,Y
1073,41,27,5,4,Y
1074,41,10,4,3,Y
1075,41,31,4,5,Y
1076,41,19,3,3,Y
1077,41,28,5,4,Y
1078,41,15,5,4,Y
1079,41,12,5,3,Y
1080,41,34,5,3,Y
1081,41,21,4,3,Y
1082,41,24,4,5,Y
1083,41,22,4,5,Y
1084,41,22,5,5,Y
1085,41,36,3,3,Y
1086,41,14,3,3,Y
1087,41,24,4,5,Y
1088,41,14,5,4,Y
1089,41,23,3,5,Y
1090,41,16,5,3,Y
1091,41,44,3,5,Y
1092,41,23,4,3,Y
1093,41,16,3,3,Y
1094,41,16,3,5,Y
1095,41,30,5,4,Y
1096,41,30,3,4,Y
1097,41,39,4,4,Y
1098,41,14,3,4,Y
1099,41,19,5,3,Y
1100,41,36,3,5,Y
1101,41,18,5,3,Y
1102,41,42,4,4,Y
1103,41,29,4,3,Y
1104,41,27,4,3,Y
1105,41,15,5,5,Y
1106,41,21,4,5,Y
1107,41,31,3,5,Y
1108,41,34,4,4,Y
1109,41,24,4,4,Y
1110,41,41,3,4,Y
1111,41,11,3,3,Y
1112,42,20,5,4,Y
1113,42,26,5,5,Y
1114,42,18,3,5,Y
1115,42,43,4,4,Y
1116,42,12,3,3,Y
1117,42,40,5,5,Y
1118,42,21,3,5,Y
1119,42,35,4,3,Y
1120,42,44,5,4,Y
1121,42,38,4,3,Y
1122,42,42,5,5,Y
1123,42,16,4,5,Y
1124,42,41,3,3,Y
1125,42,32,4,3,Y
1126,42,21,5,4,Y
1127,42,17,4,5,Y
1128,42,27,4,4,Y
1129,42,21,4,4,Y
1130,42,38,5,5,Y
1131,42,12,3,4,Y
1132,42,20,4,3,Y
1133,42,37,5,3,Y
1134,43,41,3,3,Y
1135,43,35,3,4,Y
1136,43,27,5,4,Y
1137,43,20,4,4,Y
1138,43,19,5,5,Y
1139,43,14,5,4,Y
1140,43,39,4,3,Y
1141,43,10,3,5,Y
1142,43,32,4,4,Y
1143,43,19,3,3,Y
1144,43,23,5,4,Y
1145,43,45,3,3,Y
1146,43,39,5,4,Y
1147,43,22,5,3,Y
1148,43,41,4,3,Y
1149,43,35,3,4,Y
1150,43,41,5,5,Y
1151,43,20,5,3,Y
1152,43,35,4,4,Y
1153,44,15,5,5,Y
1154,44,28,4,5,Y
1155,44,27,3,4,Y
1156,44,27,3,3,Y
1157,44,23,5,4,Y
1158,44,39,3,5,Y
1159,44,27,3,5,Y
1160,44,45,3,3,Y
1161,44,16,5,5,Y
1162,44,42,5,5,Y
1163,44,25,4,4,Y
1164,44,18,4,3,Y
1165,44,31,5,3,Y
1166,44,35,4,3,Y
1167,44,35,4,4,Y
1168,44,20,3,3,Y
1169,44,33,5,4,Y
1170,44,16,4,5,Y
1171,44,28,3,3,Y
1172,44,24,3,3,Y
1173,44,37,4,3,Y
1174,44,36,5,3,Y
1175,44,37,4,4,Y
1176,44,39,3,5,Y
1177,44,40,4,5,Y
1178,44,19,3,5,Y
1179,44,19,4,5,Y
1180,45,15,4,4,Y
1181,45,38,4,3,Y
1182,45,14,5,5,Y
1183,45,12,5,3,Y
1184,45,45,3,4,Y
1185,45,27,5,3,Y
1186,45,34,4,5,Y
1187,45,32,3,5,Y
1188,45,37,4,3,Y
1189,45,35,4,5,Y
1190,45,16,4,3,Y
1191,45,35,5,5,Y
1192,45,13,5,3,Y
1193,45,34,3,3,Y
1194,45,44,5,5,Y
1195,45,36,5,3,Y
1196,45,26,3,5,Y
1197,45,24,4,3,Y
1198,45,20,3,5,Y
1199,45,22,3,3,Y
1200,45,26,4,5,Y
1201,45,33,4,3,Y
1202,45,18,5,4,Y
1203,45,22,4,4,Y
1204,45,43,4,4,Y
1205,45,23,3,3,Y
1206,45,44,4,5,Y
1207,45,13,3,5,Y
1208,45,15,4,4,Y
1209,45,45,5,5,Y
1210,45,39,3,5,Y
1211,45,19,4,3,Y
1212,45,45,3,3,Y
1213,45,27,4,3,Y
1214,45,14,4,5,Y
1215,46,19,4,4,Y
1216,46,34,4,4,Y
1217,46,21,4,5,Y
1218,46,34,4,5,Y
1219,46,33,4,3,Y
1220,46,15,3,4,Y
1221,46,11,3,3,Y
1222,46,12,3,3,Y
1223,46,19,4,4,Y
1224,46,27,4,4,Y
1225,46,18,4,3,Y
1226,46,22,5,3,Y
1227,46,11,3,4,Y
1228,46,20,5,5,Y
1229,46,11,4,3,Y
1230,46,12,5,5,Y
1231,46,31,3,4,Y
1232,46,32,5,5,Y
1233,47,10,3,3,Y
1234,47,10,3,3,Y
1235,47,33,4,5,Y
1236,47,37,5,4,Y
1237,47,14,3,5,Y
1238,47,15,4,5,Y
1239,47,40,3,5,Y
1240,47,12,3,3,Y
1241,47,23,5,3,Y
1242,47,37,5,3,Y
1243,47,39,4,5,Y
1244,47,31,3,5,Y
1245,47,10,5,5,Y
1246,47,40,4,4,Y
1247,47,41,3,3,Y
1248,47,13,4,5,Y
1249,47,13,3,3,Y
1250,47,17,4,5,Y
1251,47,27,3,3,Y
1252,47,37,3,3,Y
1253,47,20,5,4,Y
1254,47,34,4,5,Y
1255,47,45,5,4,Y
1256,47,42,4,3,Y
1257,47,14,3,5,Y
1258,47,40,5,3,Y
1259,47,14,4,5,Y
1260,47,26,3,4,Y
1261,47,29,4,3,Y
1262,47,18,4,3,Y
1263,47,22,3,4,Y
1264,47,16,4,5,Y
1265,47,40,3,4,Y
1266,47,13,4,4,Y
1267,47,28,4,4,Y
1268,47,10,4,4,Y
1269,48,28,4,3,Y
1270,48,44,5,5,Y
1271,48,33,5,4,Y
1272,48,45,4,3,Y
1273,48,41,3,4,Y
1274,48,12,5,5,Y
1275,48,42,3,4,Y
1276,48,22,5,3,Y
1277,48,11,3,4,Y
1278,48,40,5,5,Y
1279,48,41,3,3,Y
1280,48,21,4,3,Y
1281,48,45,5,4,Y
1282,48,22,4,4,Y
1283,48,33,5,4,Y
1284,48,31,5,5,Y
1285,48,45,4,5,Y
1286,48,40,4,4,Y
1287,48,42,4,5,Y
1288,48,29,3,4,Y
1289,48,36,4,3,Y
1290,48,45,3,3,Y
1291,48,14,3,3,Y
1292,48,14,3,5,Y
1293,48,29,5,4,Y
1294,48,22,5,3,Y
1295,48,25,5,3,Y
1296,48,13,5,5,Y
1297,48,25,3,4,Y
1298,48,37,3,5,Y
1299,48,37,5,3,Y
1300,48,39,5,4,Y
1301,48,28,5,5,Y
1302,48,27,4,3,Y
1303,48,28,4,5,Y
1304,48,22,5,3,Y
1305,48,29,4,3,Y
1306,49,27,5,4,Y
1307,49,40,4,5,Y
1308,49,18,3,4,Y
1309,49,15,3,4,Y
1310,49,16,4,5,Y
1311,49,24,5,4,Y
1312,49,42,3,4,Y
1313,49,10,5,3,Y
1314,49,38,4,4,Y
1315,49,22,5,4,Y
1316,49,42,3,5,Y
1317,49,23,5,4,Y
1318,49,20,4,4,Y
1319,49,37,3,3,Y
1320,49,22,4,3,Y
1321,50,31,5,4,Y
1322,50,29,5,5,Y
1323,50,24,4,3,Y
1324,50,44,5,5,Y
1325,50,32,5,4,Y
1326,50,16,3,4,Y
1327,50,15,4,3,Y
1328,50,14,5,3,Y
1329,50,12,5,4,Y
1330,50,42,5,5,Y
1331,50,43,3,5,Y
1332,50,31,5,3,Y
1333,50,42,5,5,Y
1334,50,39,3,4,Y
1335,50,37,4,3,Y
1336,51,25,4,3,Y
1337,51,24,3,5,Y
1338,51,34,3,4,Y
1339,51,23,4,3,Y
1340,51,31,5,3,Y
1341,51,20,3,5,Y
1342,51,28,3,3,Y
1343,51,34,3,4,Y
1344,51,14,5,3,Y
1345,51,30,4,3,Y
1346,51,31,5,3,Y
1347,51,38,3,5,Y
1348,51,21,4,4,Y
1349,51,14,5,4,Y
1350,51,11,5,5,Y
1351,51,33,5,4,Y
1352,51,20,5,4,Y
1353,51,26,4,5,Y
1354,51,43,3,4,Y
1355,52,12,3,4,Y
1356,52,34,4,5,Y
1357,52,14,4,3,Y
1358,52,45,3,3,Y
1359,52,25,5,5,Y
1360,52,20,4,5,Y
1361,52,25,5,3,Y
1362,52,10,5,5,Y
1363,52,13,4,4,Y
1364,52,11,3,5,Y
1365,52,27,5,5,Y
1366,52,40,3,5,Y
1367,52,24,4,5,Y
1368,52,32,3,4,Y
1369,52,15,3,5,Y
1370,52,41,3,5,Y
1371,52,45,3,3,Y
1372,52,36,3,3,Y
1373,52,29,5,5,Y
1374,52,25,3,5,Y
1375,52,14,5,5,Y
1376,52,13,4,5,Y
1377,52,45,3,3,Y
1378,52,10,4,3,Y
1379,52,27,3,4,Y
1380,52,45,3,5,Y
1381,52,21,3,3,Y
1382,52,22,3,3,Y
1383,52,19,4,4,Y
1384,52,27,4,4,Y
1385,52,24,4,3,Y
1386,52,35,5,4,Y
1387,52,41,5,4,Y
1388,52,26,4,3,Y
1389,52,41,3,3,Y
1390,52,18,4,5,Y
1391,52,16,5,4,Y
1392,52,12,3,4,Y
1393,52,18,3,5,Y
1394,53,36,3,3,Y
1395,53,20,5,5,Y
1396,53,25,3,4,Y
1397,53,32,3,5,Y
1398,53,44,5,5,Y
1399,53,14,5,5,Y
1400,53,33,3,4,Y
1401,53,44,3,3,Y
1402,53,38,4,5,Y
1403,53,31,4,3,Y
1404,53,17,5,3,Y
1405,53,23,4,5,Y
1406,53,17,4,5,Y
1407,53,12,3,5,Y
1408,53,45,3,5,Y
1409,53,38,3,5,Y
1410,53,10,3,4,Y
1411,53,17,5,3,Y
1412,53,30,5,3,Y
1413,53,34,4,3,Y
1414,53,12,5,5,Y
1415,54,45,4,4,Y
1416,54,11,3,5,Y
1417,54,16,4,4,Y
1418,54,23,4,4,Y
1419,54,31,3,3,Y
1420,54,41,5,4,Y
1421,54,34,4,4,Y
1422,54,28,4,4,Y
1423,54,42,5,5,Y
1424,54,11,5,5,Y
1425,54,43,3,4,Y
1426,54,24,3,4,Y
1427,54,12,4,4,Y
1428,54,27,4,5,Y
1429,54,41,5,4,Y
1430,54,18,3,4,Y
1431,54,20,3,4,Y
1432,54,40,3,5,Y
1433,54,11,4,5,Y
1434,54,25,5,5,Y
1435,54,19,3,5,Y
1436,54,20,5,3,Y
1437,54,24,4,4,Y
1438,54,30,4,3,Y
1439,54,35,4,4,Y
1440,54,10,5,3,Y
1441,54,37,3,3,Y
1442,54,26,5,3,Y
1443,54,34,4,5,Y
1444,54,30,4,4,Y
1445,54,36,5,3,Y
1446,54,22,3,3,Y
1447,55,29,4,3,Y
1448,55,30,3,3,Y
1449,55,15,4,4,Y
1450,55,30,4,3,Y
1451,55,41,3,4,Y
1452,55,17,3,3,Y
1453,55,28,5,5,Y
1454,55,12,4,3,Y
1455,55,37,3,5,Y
1456,55,33,3,4,Y
1457,55,14,3,4,Y
1458,55,34,4,3,Y
1459,55,10,3,5,Y
1460,55,40,5,4,Y
1461,55,29,5,5,Y
1462,55,18,4,3,Y
1463,55,15,4,5,Y
1464,55,41,5,5,Y
1465,55,38,3,5,Y
1466,55,27,4,3,Y
1467,55,32,3,3,Y
1468,56,12,5,5,Y
1469,56,24,4,3,Y
1470,56,34,5,3,Y
1471,56,36,4,4,Y
1472,56,15,5,4,Y
1473,56,43,4,5,Y
1474,56,37,5,3,Y
1475,56,30,4,5,Y
1476,56,11,4,3,Y
1477,56,10,3,3,Y
1478,56,37,5,3,Y
1479,56,16,4,4,Y
1480,56,38,5,4,Y
1481,56,41,5,4,Y
1482,56,13,5,5,Y
1483,56,22,5,5,Y
1484,56,43,5,5,Y
1485,56,39,4,3,Y
1486,56,11,4,4,Y
1487,56,24,4,3,Y
1488,56,15,3,4,Y
1489,56,23,5,3,Y
1490,56,19,5,4,Y
1491,56,25,3,5,Y
1492,56,10,3,5,Y
1493,56,40,4,3,Y
1494,56,37,4,4,Y
1495,56,26,4,4,Y
1496,56,22,4,4,Y
1497,56,45,3,3,Y
1498,56,31,5,5,Y
1499,56,29,5,3,Y
1500,57,40,5,5,Y
1501,57,14,5,5,Y
1502,57,45,5,5,Y
1503,57,26,5,5,Y
1504,57,35,3,4,Y
1505,57,41,5,4,Y
1506,57,22,3,5,Y
1507,57,42,5,4,Y
1508,57,24,4,5,Y
1509,57,42,5,4,Y
1510,57,38,4,4,Y
1511,57,21,3,3,Y
1512,57,29,3,3,Y
1513,57,14,3,5,Y
1514,57,37,4,4,Y
1515,57,29,4,4,Y
1516,57,35,5,5,Y
1517,57,31,3,3,Y
1518,57,33,5,4,Y
1519,57,18,4,3,Y
1520,57,17,3,4,Y
1521,57,11,5,4,Y
1522,57,10,5,4,Y
1523,57,21,5,3,Y
1524,57,26,3,4,Y
1525,57,28,3,3,Y
1526,57,25,4,5,Y
1527,57,37,4,3,Y
1528,57,10,5,4,Y
1529,57,38,3,4,Y
1530,57,45,5,3,Y
1531,57,27,4,4,Y
1532,57,12,5,4,Y
1533,57,37,5,3,Y
1534,57,23,5,4,Y
1535,57,18,3,4,Y
1536,58,17,4,4,Y
1537,58,13,4,5,Y
1538,58,13,3,5,Y
1539,58,15,5,3,Y
1540,58,28,5,3,Y
1541,58,38,5,3,Y
1542,58,21,5,5,Y
1543,58,14,4,5,Y
1544,58,11,3,5,Y
1545,58,21,3,4,Y
1546,58,30,4,3,Y
1547,58,40,3,5,Y
1548,58,45,5,5,Y
1549,58,21,3,5,Y
1550,58,18,4,5,Y
1551,58,44,5,5,Y
1552,58,34,3,3,Y
1553,58,30,3,5,Y
1554,58,26,3,3,Y
1555,58,35,3,4,Y
1556,58,28,5,5,Y
1557,58,41,4,4,Y
1558,58,11,5,5,Y
1559,58,24,3,4,Y
1560,58,14,3,3,Y
1561,58,44,3,4,Y
1562,58,29,4,3,Y
1563,58,27,4,3,Y
1564,58,17,5,4,Y
1565,58,28,4,4,Y
1566,58,32,3,4,Y
1567,59,15,5,4,Y
1568,59,27,4,3,Y
1569,59,10,5,5,Y
1570,59,43,3,5,Y
1571,59,39,4,5,Y
1572,59,34,3,4,Y
1573,59,31,4,5,Y
1574,59,10,4,3,Y
1575,59,19,3,4,Y
1576,59,14,3,3,Y
1577,59,43,4,4,Y
1578,59,15,3,3,Y
1579,59,12,5,5,Y
1580,59,11,5,5,Y
1581,59,43,3,4,Y
1582,59,26,4,3,Y
1583,59,20,3,5,Y
1584,59,27,3,4,Y
1585,59,14,4,4,Y
1586,59,17,3,5,Y
1587,59,10,3,5,Y
1588,59,37,5,5,Y
1589,59,10,3,3,Y
1590,59,24,5,4,Y
1591,59,33,4,3,Y
1592,59,18,3,4,Y
1593,59,16,3,4,Y
1594,59,17,3,3,Y
1595,59,19,5,3,Y
1596,59,27,5,4,Y
1597,59,26,3,3,Y
1598,59,42,4,4,Y
1599,59,34,4,5,Y
1600,59,42,5,3,Y
1601,59,27,5,3,Y
1602,59,27,3,5,Y
1603,59,31,3,5,Y
1604,59,19,3,5,Y
1605,59,18,3,4,Y
1606,59,20,3,4,Y
1607,60,19,5,3,Y
1608,60,18,3,3,Y
1609,60,21,5,3,Y
1610,60,33,4,5,Y
1611,60,32,5,4,Y
1612,60,15,3,5,Y
1613,60,11,3,3,Y
1614,60,11,3,3,Y
1615,60,29,5,4,Y
1616,60,32,4,3,Y
1617,60,17,5,4,Y
1618,60,13,4,3,Y
1619,60,29,5,3,Y
1620,60,26,4,3,Y
1621,60,40,3,3,Y
1622,60,30,3,4,Y
1623,60,33,4,3,Y
1624,60,19,4,4,Y
1625,60,13,5,5,Y
1626,60,15,3,4,Y
1627,60,36,4,5,Y
1628,60,44,3,3,Y
1629,60,16,4,4,Y
1630,60,43,4,4,Y
1631,60,26,3,5,Y
1632,60,34,4,5,Y
1633,60,28,5,3,Y
1634,60,29,3,5,Y
1635,60,20,4,4,Y
1636,60,31,5,5,Y
1637,60,33,4,3,Y
1638,60,25,3,3,Y
1639,60,37,4,5,Y
1640,60,35,5,4,Y
1641,60,16,3,5,Y
1642,60,16,5,4,Y
1643,60,22,3,3,Y
1644,60,40,5,5,Y
1645,60,14,3,4,Y
1646,61,17,3,5,Y
1647,61,42,3,4,Y
1648,61,28,3,4,Y
1649,61,15,5,4,Y
1650,61,41,3,3,Y
1651,61,17,3,4,Y
1652,61,33,4,5,Y
1653,61,42,4,5,Y
1654,61,28,5,4,Y
1655,61,36,3,3,Y
1656,61,14,5,3,Y
1657,61,24,4,5,Y
1658,61,31,4,5,Y
1659,61,31,5,3,Y
1660,61,28,3,4,Y
1661,61,40,3,4,Y
1662,61,37,4,5,Y
1663,61,17,3,4,Y
1664,61,40,3,3,Y
1665,61,18,4,4,Y
1666,61,32,5,4,Y
1667,61,10,4,5,Y
1668,61,32,3,5,Y
1669,61,31,4,5,Y
1670,61,13,5,4,Y
1671,61,40,5,5,Y
1672,61,32,4,5,Y
1673,61,10,5,3,Y
1674,61,25,5,4,Y
1675,61,43,5,5,Y
1676,61,37,4,3,Y
1677,61,44,3,3,Y
1678,62,33,3,5,Y
1679,62,14,4,4,Y
1680,62,44,3,4,Y
1681,62,43,3,3,Y
1682,62,40,3,3,Y
1683,62,16,5,3,Y
1684,62,33,3,5,Y
1685,62,14,3,4,Y
1686,62,10,3,3,Y
1687,62,12,3,5,Y
1688,62,26,4,3,Y
1689,62,27,5,4,Y
1690,62,24,3,3,Y
1691,62,37,3,3,Y
1692,62,39,4,3,Y
1693,62,14,5,4,Y
1694,62,24,5,3,Y
1695,62,30,3,5,Y
1696,62,15,3,5,Y
1697,63,35,5,4,Y
1698,63,25,5,4,Y
1699,63,36,3,3,Y
1700,63,45,3,3,Y
1701,63,45,4,3,Y
1702,63,36,5,4,Y
1703,63,11,5,4,Y
1704,63,25,5,5,Y
1705,63,11,5,4,Y
1706,63,34,3,4,Y
1707,63,24,5,5,Y
1708,63,12,4,3,Y
1709,63,42,5,4,Y
1710,63,36,3,4,Y
1711,63,26,4,3,Y
1712,63,39,4,4,Y
1713,63,42,5,5,Y
1714,63,13,5,5,Y
1715,63,43,5,5,Y
1716,63,34,4,3,Y
1717,63,23,4,3,Y
1718,63,15,5,4,Y
1719,63,19,5,4,Y
1720,63,27,3,4,Y
1721,63,29,3,3,Y
1722,63,29,5,3,Y
1723,63,39,5,4,Y
1724,63,17,3,5,Y
1725,63,32,3,5,Y
1726,63,15,5,5,Y
1727,63,42,5,4,Y
1728,63,40,3,5,Y
1729,63,43,5,3,Y
1730,63,22,5,5,Y
1731,63,25,4,4,Y
1732,63,12,3,4,Y
1733,64,13,3,4,Y
1734,64,21,5,5,Y
1735,64,42,3,5,Y
1736,64,28,4,3,Y
1737,64,28,3,4,Y
1738,64,30,3,3,Y
1739,64,21,5,3,Y
1740,64,27,5,3,Y
1741,64,12,3,3,Y
1742,64,15,4,5,Y
1743,64,17,3,3,Y
1744,64,33,5,4,Y
1745,64,22,5,5,Y
1746,64,16,3,5,Y
1747,64,23,3,3,Y
1748,64,27,3,3,Y
1749,64,43,4,4,Y
1750,64,29,4,3,Y
1751,64,36,5,4,Y
1752,64,34,5,4,Y
1753,64,11,4,4,Y
1754,64,15,4,4,Y
1755,64,45,4,5,Y
1756,64,16,4,4,Y
1757,64,26,4,5,Y
1758,64,36,4,3,Y
1759,64,25,3,5,Y
1760,65,26,3,4,Y
1761,65,13,3,5,Y
1762,65,28,4,5,Y
1763,65,16,3,4,Y
1764,65,15,3,4,Y
1765,65,13,4,4,Y
1766,65,24,5,3,Y
1767,65,30,5,5,Y
1768,65,37,5,5,Y
1769,65,34,5,4,Y
1770,65,16,4,4,Y
1771,65,31,4,5,Y
1772,65,12,5,3,Y
1773,65,23,4,4,Y
1774,65,11,5,5,Y
1775,65,14,3,3,Y
1776,65,42,5,4,Y
1777,65,37,4,4,Y
1778,65,30,3,5,Y
1779,65,44,3,4,Y
1780,65,35,4,4,Y
1781,65,40,3,4,Y
1782,65,20,4,5,Y
1783,65,19,5,5,Y
1784,65,38,4,5,Y
1785,65,30,4,4,Y
1786,65,45,4,5,Y
1787,65,42,5,4,Y
1788,65,45,5,5,Y
1789,65,15,3,3,Y
1790,65,36,5,3,Y
1791,65,40,5,4,Y
1792,65,14,4,4,Y
1793,65,11,3,3,Y
1794,66,13,3,4,Y
1795,66,20,5,4,Y
1796,66,37,4,5,Y
1797,66,41,3,4,Y
1798,66,35,4,5,Y
1799,66,24,5,4,Y
1800,66,41,4,4,Y
1801,66,25,4,5,Y
1802,66,18,4,5,Y
1803,66,11,5,4,Y
1804,66,27,4,5,Y
1805,66,17,4,4,Y
1806,66,34,3,3,Y
1807,66,30,5,5,Y
1808,66,39,4,4,Y
1809,66,24,5,4,Y
1810,66,41,5,3,Y
1811,66,35,4,3,Y
1812,66,45,4,4,Y
1813,66,32,3,4,Y
1814,66,21,5,5,Y
1815,66,26,5,3,Y
1816,66,26,5,4,Y
1817,66,18,4,4,Y
1818,66,12,4,3,Y
1819,66,11,3,3,Y
1820,66,33,4,4,Y
1821,66,45,3,4,Y
1822,66,31,3,4,Y
1823,66,23,4,3,Y
1824,66,36,4,4,Y
1825,66,21,3,5,Y
1826,66,39,4,3,Y
1827,66,33,3,4,Y
1828,66,38,3,5,Y
1829,67,31,3,5,Y
1830,67,26,5,4,Y
1831,67,19,4,5,Y
1832,67,16,4,5,Y
1833,67,32,5,4,Y
1834,67,25,4,3,Y
1835,67,36,3,3,Y
1836,67,32,5,4,Y
1837,67,44,4,3,Y
1838,67,10,4,4,Y
1839,67,25,5,4,Y
1840,67,43,5,4,Y
1841,67,42,4,3,Y
1842,67,45,5,5,Y
1843,67,35,3,4,Y
1844,67,20,5,5,Y
1845,67,36,4,3,Y
1846,67,19,4,4,Y
1847,67,22,3,3,Y
1848,67,22,4,3,Y
1849,67,18,4,5,Y
1850,67,17,3,3,Y
1851,67,32,3,3,Y
1852,67,27,5,5,Y
1853,67,20,4,4,Y
1854,67,31,5,5,Y
1855,67,41,3,4,Y
1856,67,19,4,5,Y
1857,67,36,3,5,Y
1858,67,34,5,4,Y
1859,67,36,3,4,Y
1860,67,26,4,5,Y
1861,67,33,3,4,Y
1862,67,25,3,4,Y
1863,67,34,5,5,Y
1864,67,28,5,3,Y
1865,68,28,5,3,Y
1866,68,45,3,3,Y
1867,68,19,3,4,Y
1868,68,42,5,3,Y
1869,68,22,4,5,Y
1870,68,19,5,5,Y
1871,68,16,3,4,Y
1872,68,17,5,3,Y
1873,68,27,5,4,Y
1874,68,18,3,3,Y
1875,68,12,4,3,Y
1876,68,14,4,4,Y
1877,68,14,4,4,Y
1878,68,24,4,3,Y
1879,68,18,3,3,Y
1880,68,43,3,5,Y
1881,68,45,3,5,Y
1882,68,19,5,3,Y
1883,68,23,3,3,Y
1884,69,42,4,4,Y
1885,69,18,4,4,Y
1886,69,26,4,3,Y
1887,69,38,5,5,Y
1888,69,32,5,4,Y
1889,69,39,3,5,Y
1890,69,25,4,3,Y
1891,69,38,3,3,Y
1892,69,43,5,5,Y
1893,69,40,5,4,Y
1894,69,31,3,4,Y
1895,69,18,5,4,Y
1896,69,29,4,4,Y
1897,69,44,3,4,Y
1898,69,31,3,4,Y
1899,69,37,5,3,Y
1900,69,40,3,4,Y
1901,69,45,3,4,Y
1902,69,19,5,3,Y
1903,69,17,4,5,Y
1904,69,23,3,3,Y
1905,69,35,5,3,Y
1906,69,11,5,3,Y
1907,69,39,5,4,Y
1908,69,45,4,3,Y
1909,69,33,5,3,Y
1910,69,17,3,3,Y
1911,69,40,3,3,Y
1912,69,27,3,5,Y
1913,69,42,3,4,Y
1914,69,29,3,3,Y
1915,69,37,4,3,Y
1916,70,40,4,5,Y
1917,70,32,4,4,Y
1918,70,20,4,4,Y
1919,70,16,3,5,Y
1920,70,23,5,3,Y
1921,70,30,4,5,Y
1922,70,13,4,3,Y
1923,70,43,4,5,Y
1924,70,29,4,3,Y
1925,70,18,4,3,Y
1926,70,19,4,5,Y
1927,70,23,4,4,Y
1928,70,40,5,4,Y
1929,70,25,4,5,Y
1930,70,33,3,5,Y
1931,70,22,5,3,Y
1932,70,38,3,4,Y
1933,70,28,4,5,Y
1934,70,45,5,3,Y
1935,70,36,5,4,Y
1936,70,45,5,5,Y
1937,70,33,3,5,Y
1938,70,33,4,3,Y
1939,71,21,4,5,Y
1940,71,23,5,3,Y
1941,71,34,5,5,Y
1942,71,41,3,3,Y
1943,71,32,3,3,Y
1944,71,35,3,3,Y
1945,71,16,4,3,Y
1946,71,35,4,3,Y
1947,71,42,3,3,Y
1948,71,38,4,5,Y
1949,71,25,3,4,Y
1950,71,43,4,3,Y
1951,71,38,3,4,Y
1952,71,39,4,3,Y
1953,71,37,4,3,Y
1954,71,12,4,5,Y
1955,71,17,5,4,Y
1956,71,16,4,5,Y
1957,71,14,5,5,Y
1958,71,20,5,5,Y
1959,72,37,4,4,Y
1960,72,12,5,5,Y
1961,72,33,5,4,Y
1962,72,27,3,3,Y
1963,72,16,3,3,Y
1964,72,22,4,3,Y
1965,72,37,5,5,Y
1966,72,14,4,5,Y
1967,72,17,4,3,Y
1968,72,21,3,5,Y
1969,72,34,5,5,Y
1970,72,38,4,5,Y
1971,72,34,3,4,Y
1972,72,17,5,4,Y
1973,72,35,4,5,Y
1974,72,34,4,4,Y
1975,72,19,3,5,Y
1976,72,42,4,3,Y
1977,72,14,4,4,Y
1978,72,43,3,3,Y
1979,72,37,4,3,Y
1980,72,23,5,5,Y
1981,72,26,4,4,Y
1982,72,24,3,3,Y
1983,72,26,4,5,Y
1984,72,14,5,4,Y
1985,72,38,3,4,Y
1986,72,14,5,4,Y
1987,72,37,4,5,Y
1988,72,43,5,5,Y
1989,72,17,5,3,Y
1990,72,22,4,3,Y
1991,72,15,4,5,Y
1992,72,36,3,3,Y
1993,72,24,3,5,Y
1994,72,36,3,5,Y
1995,72,25,3,3,Y
1996,72,29,5,3,Y
1997,73,36,4,5,Y
1998,73,16,3,3,Y
1999,73,35,4,3,Y
2000,73,16,3,5,Y
2001,73,13,4,5,Y
2002,73,18,3,5,Y
2003,73,15,3,3,Y
2004,73,38,5,4,Y
2005,73,34,4,5,Y
2006,73,22,5,5,Y
2007,73,16,3,4,Y
2008,73,20,5,3,Y
2009,73,41,4,4,Y
2010,73,37,5,4,Y
2011,73,33,4,3,Y
2012,73,30,5,3,Y
2013,73,11,5,5,Y
2014,73,38,5,4,Y
2015,73,34,4,3,Y
2016,73,15,4,4,Y
2017,73,16,3,4,Y
2018,73,43,3,4,Y
2019,73,38,3,3,Y
2020,73,18,4,3,Y
2021,73,39,4,5,Y
2022,73,14,3,3,Y
2023,74,37,4,5,Y
2024,74,23,4,5,Y
2025,74,19,5,5,Y
2026,74,20,3,5,Y
2027,74,10,4,5,Y
2028,74,41,3,3,Y
2029,74,19,5,4,Y
2030,74,34,5,4,Y
2031,74,24,3,4,Y
2032,74,23,3,3,Y
2033,74,21,3,5,Y
2034,74,25,5,5,Y
2035,74,20,4,5,Y
2036,74,16,5,3,Y
2037,74,41,3,3,Y
2038,75,20,4,4,Y
2039,75,41,3,5,Y
2040,75,22,5,4,Y
2041,75,31,4,3,Y
2042,75,31,3,3,Y
2043,75,18,5,3,Y
2044,75,12,4,5,Y
2045,75,24,4,4,Y
2046,75,44,3,5,Y
2047,75,31,5,4,Y
2048,75,36,4,4,Y
2049,75,33,3,3,Y
2050,75,10,3,5,Y
2051,75,31,3,4,Y
2052,75,23,3,4,Y
2053,75,38,5,5,Y
2054,75,10,3,3,Y
2055,75,21,3,3,Y
2056,75,40,5,4,Y
2057,75,18,5,5,Y
2058,75,18,4,4,Y
2059,75,40,5,5,Y
2060,75,12,4,3,Y
2061,75,23,3,5,Y
2062,75,12,3,5,Y
2063,75,43,5,3,Y
2064,75,41,3,3,Y
